marca,modelo,numeracao,preco_atacado,preco_varejo,link_imagem1,link_imagem2,min,max
NIKE,PEGASUS 41,38-43,"R$ 95,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-NIKE-AIR-ZOOM-PEGASUS-R100-PP41-736-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-NIKE-AIR-ZOOM-PEGASUS-R100-PP41-736-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,PEGASUS 41,38-43,"R$ 95,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-NIKE-ZOOM-PEGASUS-ATACADO-R100-PP41-312-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-NIKE-ZOOM-PEGASUS-ATACADO-R100-PP41-312-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,PEGASUS 41,34-39,"R$ 95,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-NIKE-AIR-ZOOM-PEGASUS-R100-PP41-298-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-NIKE-AIR-ZOOM-PEGASUS-R100-PP41-298-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,PEGASUS 41,34-39,"R$ 95,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-NIKE-AIR-ZOOM-PEGASUS-R-100-PP41-241-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-NIKE-AIR-ZOOM-PEGASUS-R-100-PP41-241-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,PEGASUS 41 MICRO,34-39,"R$ 62,00","R$ 124,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Pegasu-Micro-R100-M41-09-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Pegasu-Micro-R100-M41-09-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,PEGASUS 41 MICRO,34-39,"R$ 62,00","R$ 124,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Pegasu-Micro-R100-M41-91-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Pegasu-Micro-R100-M41-91-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,PEGASUS 41 MICRO,34-39,"R$ 62,00","R$ 124,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Pegasu-Micro-R100-M41-111-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Pegasu-Micro-R100-M41-111-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,PEGASUS 41 MICRO,34-39,"R$ 62,00","R$ 124,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Pegasu-Micro-R100-M41-1023-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Pegasu-Micro-R100-M41-1023-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,PEGASUS 41 MICRO,35-39,"R$ 62,00","R$ 124,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Pegasu-Micro-R100-M41-442-2-Photoroom-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Pegasu-Micro-R100-M41-442-Photoroom-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,35,39
NIKE,PEGASUS 41 MICRO,37-43,"R$ 62,00","R$ 124,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Pegasu-Micro-R100-M41-14-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Pegasu-Micro-R100-M41-14-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,37,43
NIKE,PEGASUS 41 MICRO,37-43,"R$ 62,00","R$ 124,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Pegasu-Micro-R100-M41-18-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Pegasu-Micro-R100-M41-18-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,37,43
NIKE,PEGASUS 41 MICRO,37-43,"R$ 62,00","R$ 124,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Pegasu-Micro-R100-M41-06-2-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Pegasu-Micro-R100-M41-06-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,37,43
NIKE,CAMPO TOTAL 90,38-43,"R$ 55,00","R$ 110,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/08/CHUTEIRA-ATACADO-TOTAL-90-R-100-C90-06-1-1024x1024.webp?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/08/CHUTEIRA-ATACADO-TOTAL-90-R-100-C90-06-2-1024x1024.webp?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,CAMPO TOTAL 90,38-43,"R$ 55,00","R$ 110,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/08/CHUTEIRA-ATACADO-TOTAL-90-R-100-C90-588-1-1024x1024.webp?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/08/CHUTEIRA-ATACADO-TOTAL-90-R-100-C90-588-2-1024x1024.webp?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,CAMPO TOTAL 90,38-43,"R$ 55,00","R$ 110,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/08/CHUTEIRA-ATACADO-TOTAL-90-R-100-C90-648-1-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/08/CHUTEIRA-ATACADO-TOTAL-90-R-100-C90-648-2-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,FUTSAL TOTAL 90,38-43,"R$ 55,00","R$ 110,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/08/CHUTEIRA-ATACADO-R-100-F90-06-1-1024x1024.webp?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/08/CHUTEIRA-ATACADO-R-100-F90-06-2-1024x1024.webp?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,FUTSAL TOTAL 90,38-43,"R$ 55,00","R$ 110,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/08/CHUTEIRA-ATACADO-R-100-F90-588-1-1024x1024.webp?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/08/CHUTEIRA-ATACADO-R-100-F90-588-2-1024x1024.webp?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,FUTSAL TOTAL 90,38-43,"R$ 55,00","R$ 110,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/08/CHUTEIRA-ATACADO-R-100-F90-648-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/08/CHUTEIRA-ATACADO-R-100-F90-648-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,SOCIETY TOTAL 90,38-43,"R$ 55,00","R$ 110,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/08/CHUTEIRA-ATACADO-R-100-S90-06-1-Photoroom-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/08/CHUTEIRA-ATACADO-R-100-S90-06-2-Photoroom-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,SOCIETY TOTAL 90,38-43,"R$ 55,00","R$ 110,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/08/CHUTEIRA-ATACADO-R-100-S90-588-1-Photoroom-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/08/CHUTEIRA-ATACADO-R-100-S90-588-2-Photoroom-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,SOCIETY TOTAL 90,38-43,"R$ 55,00","R$ 110,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/08/CHUTEIRA-ATACADO-R-100-S90-588-648-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/08/CHUTEIRA-ATACADO-R-100-S90-588-648-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,JORDAN 1 BAIXO,38-43,"R$ 85,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Jordan-1-Low-R-100-JW-18-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Jordan-1-Low-R-100-JW-18-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,JORDAN 1 BAIXO,38-43,"R$ 85,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Jordan-1-Low-R-100-JW-432-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Jordan-1-Low-R-100-JW-432-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,JORDAN 1 BAIXO,38-43,"R$ 85,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Jordan-1-Low-R-100-JW-886-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Jordan-1-Low-R-100-JW-886-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,JORDAN 1 BAIXO,34-39,"R$ 85,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Jordan-1-Low-R-100-JW-18-1-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Jordan-1-Low-R-100-JW-18-2-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,JORDAN 1 BAIXO,34-39,"R$ 85,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Jordan-1-Low-R-100-JW-773-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Jordan-1-Low-R-100-JW-773-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,JORDAN 1 BAIXO,34-39,"R$ 85,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Jordan-1-Low-R-100-JW-975-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Jordan-1-Low-R-100-JW-975-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,JORDAN 4 BRED REIMAGINED,38-43,"R$ 100,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Jordan-4-brad-R-100-BRED-613-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Jordan-4-brad-R-100-BRED-613-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,JORDAN 4 BRED REIMAGINED,38-43,"R$ 100,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Jordan-4-brad-R-100-BRED-614-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Jordan-4-brad-R-100-BRED-614-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,AIR JORDAN 4,38-43,"R$ 100,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Jordan-4-R-100-AIR-01-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Jordan-4-R-100-AIR-01-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,AIR JORDAN 4,38-43,"R$ 100,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Jordan-4-R-100-AIR-197-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Jordan-4-R-100-AIR-197-Photoroom-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,AIR JORDAN 4,38-43,"R$ 100,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Jordan-4-R-100-AIR-576-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Jordan-4-R-100-AIR-576-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,AIR JORDAN 4,38-43,"R$ 100,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Jordan-4-R-100-AIR-713-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Jordan-4-R-100-AIR-713-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,AIR JORDAN 5,38-43,"R$ 100,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/IMG_0317-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/IMG_0318-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,AIR JORDAN 5,38-43,"R$ 100,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/IMG_0321-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/IMG_0323-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,AIR JORDAN 5,38-43,"R$ 100,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/IMG_0324-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/IMG_0325-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,AIR JORDAN 5,38-43,"R$ 100,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/IMG_0319-1-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/IMG_0320-1-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,AIR FORCE LAKERS,34-43,"R$ 70,00","R$ 160,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Air-Force-Lakers-R-100-LKRS-914-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Air-Force-Lakers-R-100-LKRS-914-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,34,43
NIKE,AIR JORDAN 6,38-43,"R$ 100,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-AIR-JORDAN-6-R-100-AIR6-01-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-AIR-JORDAN-6-R-100-AIR6-01-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,AIR JORDAN 6,38-43,"R$ 100,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-AIR-JORDAN-6-R-100-AIR6-18-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-AIR-JORDAN-6-R-100-AIR6-18-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,AIR JORDAN 6,38-43,"R$ 100,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-AIR-JORDAN-6-R-100-AIR6-168-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-AIR-JORDAN-6-R-100-AIR6-168-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,AIR JORDAN 6,38-43,"R$ 100,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-AIR-JORDAN-6-R-100-AIR6-248-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-AIR-JORDAN-6-R-100-AIR6-248-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,AIR FORCE 1 TM,34-41,"R$70,00","R$ 140,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-AIR-FORCE-1-TM-R100-TM-06-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-AIR-FORCE-1-TM-R100-TM-06-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,34,41
NIKE,AIR FORCE 1 TM,34-41,"R$70,00","R$ 140,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-AIR-FORCE-1-TM-R100-TM-90-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATACADO-AIR-FORCE-1-TM-R100-TM-90-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,34,41
NIKE,AIR FORCE 1 BLACK BLUE,34-39,"R$75,00","R$ 150,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-AIR-FORCE-BLACK-BLUE-R-100-BLUE-246-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-AIR-FORCE-BLACK-BLUE-R-100-BLUE-246-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,AIR FORCE AF1,34-39,"R$ 85,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/ATACADO-RICK-AIR-FORCE-AF1-R100-AF1-336-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/ATACADO-RICK-AIR-FORCE-AF1-R100-AF1-336-3-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,AIR FORCE AF1,34-39,"R$ 85,00","R$ 200,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/ATACADO-RICK-AIR-FORCE-AF1-R100-AF1-384-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/ATACADO-RICK-AIR-FORCE-AF1-R100-AF1-384-3-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,NIKE EVA 536,38-43,"R$ 95,00","R$ 190,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-atacado-nike-eva-536-R100-536-3-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-atacado-nike-eva-536-R100-536-3-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,NIKE EVA 536,38-43,"R$ 95,00","R$ 190,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-atacado-nike-eva-536-R100-536-4-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-atacado-nike-eva-536-R100-536-4-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,NIKE EVA 536,38-43,"R$ 95,00","R$ 190,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-atacado-nike-eva-536-R100-536-10-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-atacado-nike-eva-536-R100-536-10-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,NIKE EVA 536,38-43,"R$ 95,00","R$ 190,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-atacado-nike-eva-536-R100-536-11-1-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-atacado-nike-eva-536-R100-536-11-2-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,38,43
NIKE,NIKE EVA 536,34-39,"R$ 95,00","R$ 190,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-eva-536-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/tenis-atacado-eva-536-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,NIKE EVA 536,34-39,"R$ 95,00","R$ 190,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-atacado-nike-eva-536-R100-536-7-1-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-atacado-nike-eva-536-R100-536-7-2-1024x1024.jpg?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,NIKE EVA 536,34-39,"R$ 95,00","R$ 190,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATCAO-NIKE-EVA-536-R-100-536-1-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/TENIS-ATCAO-NIKE-EVA-536-R-100-536-2-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,AIR FORCE 1 SAG LOW,34-39,"R$70,00","R$ 140,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Force-sag-R-100-SAG-06-2-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Force-sag-R-100-SAG-06-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,AIR FORCE 1 SAG LOW,34-39,"R$70,00","R$ 140,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Force-sag-R-100-SAG-52-2-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Force-sag-R-100-SAG-52-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,AIR FORCE 1 SAG LOW,34-39,"R$70,00","R$ 140,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Force-sag-R-100-SAG-90-2-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Force-sag-R-100-SAG-90-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,AIR FORCE 1 SAG LOW,34-39,"R$70,00","R$ 140,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Force-sag-R-100-SAG-109-1-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Force-sag-R-100-SAG-109-2-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,AIR FORCE 1 SAG LOW,34-39,"R$70,00","R$ 140,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Force-sag-R-100-SAG-739-1-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Force-sag-R-100-SAG-739-2-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,34,39
NIKE,AIR FORCE 1 SAG LOW,34-39,"R$70,00","R$ 140,00",https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Force-sag-R-100-SAG-877-2-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,https://i0.wp.com/rickatacado.com/wp-content/uploads/2025/09/Tenis-Atacado-Air-Force-sag-R-100-SAG-877-1024x1024.png?resize=1200%2C1200&strip=info&ssl=1,34,39
